"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Affiliations","Authors with affiliations","Abstract","Author Keywords","Index Keywords","Molecular Sequence Numbers","Chemicals/CAS","Funding Texts","References","Editors","Publisher","Sponsors","Conference name","Conference date","Conference location","Conference code","ISSN","ISBN","CODEN","PubMed ID","Language of Original Document","Document Type","Publication Stage","Open Access","Source","EID"
"F., Calderón, Fernando","Calderón, Fernando (36682005700)","36682005700","A historic turning point. Political change and the socio-institutional: Situation in Latin America","2008","CEPAL Review","","96","","123","136","0","4","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650210328&partnerID=40&md5=fb1e76b40573d2fe18d813d4a242191c","","Calderón, Fernando, ","Latin America is going through a time of political crisis, reconfiguration and change in which the relationship between institutions and equity will be crucial to future democratic governance. In particular, this crisis and this reconfiguration are first and foremost sociocultural in nature. Politics and political actors would be in no position to resolve politico-institutional problems if they were not capable of confronting society's problems, particularly those of equity and poverty. This article synthesizes and reviews a number of socio-historical trends, formulates some observations aimed at illustrating and disaggregating its main findings, considers the medium-term outlook and suggests a road map for improving democratic governance in Latin America. © 2010 Elsevier B.V., All rights reserved.","Democracy; Economic Conditions; Economic Development; Governance; Income Distribution; Latin America; Political Conditions; Political Corruption; Political Participation","","","","","Social Exclusion Due to Race or Ethnicity in Latin America What do We Know, (2010); Women Politics and Democratic Prospects in Latin America, (2004); Latinobarometro Report 2005, (2005); Latinobarometro Report 2006, (2006); Social Inclusion and Economic Development in Latin America, (2004); Statistical Yearbook for Latin America and the Caribbean, (2003); Primer Informe Sobre Proyecciones Economicas Para El Papep, (2006); Social Panorama of Latin America 2006, (2007); Politica Y Desarrollo En Honduras, (2006); De La Suiza De America Al Paisito Escenarios Y Prospectivas Del Uruguay En La Tercera Ola De Lademocracia, (2006)","","","","","","","","02512920; 16840348","","","","English","Article","Final","","Scopus","2-s2.0-78650210328"
"J., Juan Carlos Ramírez, J.; I.S., Lira, Iván Silva","Juan Carlos Ramírez, J. (42161771600); Lira, Iván Silva (6701769248)","42161771600; 6701769248","Globalization and regional development: The economic performance of Chile's regions, 1990-2002","2008","CEPAL Review","","95","","103","123","0","5","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959916266&partnerID=40&md5=f3986a08e0947b862f34e2c3318c7d45","Latin American and Caribbean Institute for Economic and Social Planning (ILPES; ILPES, Santiago, Chile","Juan Carlos Ramírez, J., Latin American and Caribbean Institute for Economic and Social Planning (ILPES; Lira, Iván Silva, Area for Management of Local and Regional Development, ILPES, Santiago, Chile","Closer integration of the Chilean economy into the world economy, based primarily on use of the country's comparative advantages, has contributed significantly to the changes observed in the performance and the relative positioning of the regions of Chile. This article examines and compares the dynamics of growth in these regions and explains their differing performance. The faster-growing regions have become integrated into the world economy thanks to their renewable and non-renewable natural resources, the development of agro-industrial exports and the presence of cities that have linkages with the global economy as providers of financial and commercial services. Growth in some of the regions has not necessarily translated into social improvements, and this demonstrates the need for explicit social policies. © 2011 Elsevier B.V., All rights reserved.","Chile; Comparative Analysis; Economic Growth; Economic Indicators; Economic Liberalization; Exports; Foreign Direct Investment; Globalization; Gross Domestic Product; Regional Development","","","","","Foreign Investment in Latin America and the Caribbean, (2001); La Inversion En Chile El Fin De Un Ciclo En Expansion, (1999); Formacion Y Desarrollo De Un Cluster Globalizado El Caso De La Industria Del Salmon En Chile, (2004); undefined, (2008)","","","","","","","","02512920; 16840348","","","","English","Article","Final","","Scopus","2-s2.0-79959916266"
"E.R., Urrutia, Eugenio Rivera","Urrutia, Eugenio Rivera (26424458700)","26424458700","Economic regulation to supplement bidding for public works contracts","2008","CEPAL Review","","95","","51","65","0","2","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959889107&partnerID=40&md5=7ec5873e144a9d776fb4e3ca0753055c","Regulations Area Fundación","Urrutia, Eugenio Rivera, Economics and Social Sciences, Regulations Area Fundación","Concessions for public works projects have enabled Chile to modernize its infrastructure; however, these arrangements have also raised certain issues that make it necessary to change the rules governing the system. The main problem has been the addition of numerous supplementary agreements to the original contracts. Under the present system, renegotiations are not conducted according to criteria of economic efficiency, and they can therefore affect public finance and lead to opportunistic behaviour, affecting the efficacy of the bidding process. A regulatory system allowing for compensation of investors when it is not feasible to put out a new tender is more consistent with economic theory and provides a better way to assess the economic value of a project that has been changed. Bidding does not replace regulation; rather, because contracts are bound to be incomplete, the two methods complement each other as mechanisms for including private investment in public projects. © 2011 Elsevier B.V., All rights reserved.","Chile; Concessions; Contracts; Economic Regulation; Public Works; Rules And Regulations; Tendering","","","","","undefined, (1994); Journal of Law and Economics, (1968); Making of Economic Policy A Transaction Cost Politics Perspective, (1996); undefined, (2007); Estudios Publicos, (1996); Franchising of Infrastructure Concessions in Chile A Policy Report, (2000); La Transformacion Economica De Chile, (2001); Privatization and Regulation of Transport Infrastructure Guidelines for Policymakers and Regulators, (2000); Broad Roads in A Thin Country Infrastructure Concessions in Chile, (2000); Granting and Renegotiating Infrastructure Concessions Doing It Right, (2004)","","","","","","","","02512920; 16840348","","","","English","Article","Final","","Scopus","2-s2.0-79959889107"
"R.C.S., Simão, Rosycler Cristina Santos; S.E., Monsueto, Sandro Eduardo","Simão, Rosycler Cristina Santos (55082218800); Monsueto, Sandro Eduardo (42162012800)","55082218800; 42162012800","The impact of gender discrimination on poverty in Brazil","2008","CEPAL Review","","95","","141","154","0","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959868891&partnerID=40&md5=ab66e618750f626aad45d5cf1a43da0d","Universidade Estadual de Campinas, Campinas, Brazil; Universidad Autónoma de Madrid, Madrid, Spain","Simão, Rosycler Cristina Santos, Universidade Estadual de Campinas, Campinas, Brazil; Monsueto, Sandro Eduardo, Universidad Autónoma de Madrid, Madrid, Spain","This paper analyses the effects of gender discrimination on poverty in Brazil between 1992 and 2001, using data obtained from the National Household Survey. A counterfactual distribution of per capita household income was estimated, based on a hypothetical scenario in which the labour market pays equal wages to men and women in accordance with their qualifications. The results show that, when gender discrimination is eliminated, the percentage of poor persons tends to decline by an average of 10%. Results were even more striking among the most vulnerable segments of the population, such as members of households headed by black women who lack a formal employment contract or union membership. © 2011 Elsevier B.V., All rights reserved.","Brazil; Gender Discrimination; Household Surveys; Income Distribution; Labour Market; Poverty; Wages; Women; Women's Employment","","","","","CEPAL Review, (2005); Development Microeconomics, (1999); O Impacto do Crescimento Economico E De Reducoes no Grau De Desigualdade Sobre A Pobreza, (1997); A Estabilidade Inaceitavel Desigualdade E Pobreza no Brasil, (2001); Journal of Human Resources, (1973); Microeconomics of Income Distribution Dynamics in East Asia and Latin America, (2005); Bourguignon, Françoìs J., Selection bias corrections based on the multinomial logit model: Monte Carlo comparisons, Journal of Economic Surveys, 21, 1, pp. 174-205, (2007); Uma Sugestao De Deflatores Para Rendas Obtidas A Partir De Algumas Pesquisas Domiciliares do Ibge, (2002); A Face Feminina Da Pobreza Sobre Representacoes E Feminizacao Da Pobreza no Brasil, (2005); Cesta Basica Nacional Metodologia, (1993)","","","","","","","","02512920; 16840348","","","","English","Article","Final","","Scopus","2-s2.0-79959868891"
"H.F., de Mendonça, Helder Ferreira; V.S., Vivian, Viviane Santos","de Mendonça, Helder Ferreira (22985027700); Vivian, Viviane Santos (36678266600)","22985027700; 36678266600","Public-debt management: The Brazilian experience","2008","CEPAL Review","","94","","145","162","0","6","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650224186&partnerID=40&md5=cafe49b613b5055a01f157cb7acf4083","Universidade Federal Fluminense, Niteroi, Brazil; Universidade Federal Fluminense, Niteroi, Brazil","de Mendonça, Helder Ferreira, Department of Economics, Universidade Federal Fluminense, Niteroi, Brazil; Vivian, Viviane Santos, Department of Economics, Universidade Federal Fluminense, Niteroi, Brazil","This paper analyses public-debt management in Brazil, and considers the main recent theoretical models and the possible effect that the strategy adopted by the Treasury from 1999 onwards could have on the base interest rate. The findings show that the public-debt-management strategy adopted by Brazil was based on the recommendations of Calvo and Guidotti (1990). The average maturity of public debt, the proportion of shares linked to the Special System of Clearance and Custody (SELIC) and the public-debt-to-GDP ratio all play a significant role in determining the base interest rate. Government efforts to restructure public-debt maturities and reduce the negative effect on the interest rate are key in this regard. © 2010 Elsevier B.V., All rights reserved.","Brazil; Debt Management; Econometric Models; Gross Domestic Product; Interest Rates; Public Debt","","","","","Barro, Robert T., Optimal management of indexed and nominal debt, Annals of Economics and Finance, 4, 1, pp. 1-15, (2003); Public Debt Management Theory and History, (1990); Public Debt Management Theory and History, (1990); Public Debt Management Theory and History, (1990); Public Debt Management in Brazil, (2004); Econometrica, (1991); Likelihood Based Inference in Cointegrated Vector Autoregressive Models, (1995); Mackinnon, James G., Numerical distribution functions of likelihood ratio tests for cointegration, Journal of Applied Econometrics, 14, 5, pp. 563-577, (1999); Missale, Alessandro, How is the debt managed? Learning from fiscal stabilizations, Scandinavian Journal of Economics, 104, 3, pp. 443-469, (2002); Econometrica, (1987)","","","","","","","","02512920; 16840348","","","","English","Review","Final","","Scopus","2-s2.0-78650224186"
"P., Vidal, Pavel; A.F., Fernández, Annia Fundora","Vidal, Pavel (57079612700); Fernández, Annia Fundora (7403491666)","57079612700; 7403491666","Trade-growth relationship in Cuba: Estimation using the Kalman filter","2008","CEPAL Review","","94","","97","116","0","9","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650221534&partnerID=40&md5=f29d2b8f30bdfc7f92e5e02b78a45b28","Universidad de La Habana, Havana, Cuba; Universidad de La Habana, Havana, Cuba","Vidal, Pavel, Center for the Study of the Cuban Economy, Universidad de La Habana, Havana, Cuba; Fernández, Annia Fundora, Department of Macro-microeconomics, Universidad de La Habana, Havana, Cuba","In this article, time-varying coefficients are used to estimate the balance of payments constrained growth (BPCG) model for Cuba. Exports are considered to have been a decisive factor in Cuba's recovery following the crisis. Also, there was an estimated increase in income elasticity of demand for imports in the early 1990s and between 2003 and 2005, indicating a decrease in import substitution. The conclusion is that, given the rapid rise in the export of services, there are now better growth prospects for the Cuban economy. However, prospects could be better and would benefit a larger share of the economy if import substitution were also made more efficient and other export sectors with a greater multiplier effect were expanded. © 2010 Elsevier B.V., All rights reserved.","Balance Of Payments; Cuba; Data Analysis; Economic Growth; Exports; Gross Domestic Product; Imports; Mathematical Models","","","","","Tecnologia Competitividady Capacidad Exportadora De La Economia Cubana El Desafio De Los Mercados Globales, (2005); Persistencia Inflacionaria En Venezuela Evolucion Causas E Implicaciones, (2000); Journal of Post Keynesian Economics, (1993); Ateşoğlu, H. Sönmez, Balance-of-payments - Constrained growth model and its implications for the United States, Journal of Post Keynesian Economics, 19, 3, pp. 327-335, (1997); Bairam, Erkin Ibrahim, Static versus dynamic specifications and the Harrod foreign trade multiplier, Applied Economics, 25, 6, pp. 739-742, (1993); Journal of Post Keynesian Economics, (1992); Las Elasticidades En El Comercio Exterior Cubano Dinamica De Corto Y Largo Plazo, (2005); Econometrica, (1987); Engle, Robert F., Forecasting and testing in co-integrated systems, Journal of Econometrics, 35, 1, pp. 143-159, (1987); Economic Journal, (1991)","","","","","","","","02512920; 16840348","","","","English","Review","Final","","Scopus","2-s2.0-78650221534"
"D.F., Sotelsek, Daniel F.; L.I.P., Pavón, Lilianne Isabel Pavón","Sotelsek, Daniel F. (57204716959); Pavón, Lilianne Isabel Pavón (42161831800)","57204716959; 42161831800","The relation between foreign-exchange and banking crises in emerging countries: Information and expectations problems","2008","CEPAL Review","","95","","67","81","0","0","10.18356/7f6e09d9-en","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959915974&doi=10.18356%2F7f6e09d9-en&partnerID=40&md5=25752e62b521b7cf72c35ae7adb521e8","Universidad de Alcalá, Alcala de Henares, Spain; Universidad Anáhuac México, Huixquilucan, Mexico","Sotelsek, Daniel F., Institute of Latin American Studies, Universidad de Alcalá, Alcala de Henares, Spain; Pavón, Lilianne Isabel Pavón, Universidad Anáhuac México, Huixquilucan, Mexico","The banking system has played a key role in balance-of-payments crises in a number of emerging countries. This article reviews three types of models which analyse the different factors involved in recent foreignexchange crises. These usually stem at least partly from balance-ofpayments problems; financial vulnerability causes the currency to collapse and undermines the banking system, thus generating a vicious circle. This paper shows that financial stability is by no means guaranteed, particularly in a globalized financial system. Emerging countries have to strike a balance between economic and financial stabilization, while maintaining their share of new capital flows. Although a difficult task, this is essential for avoiding a repeat of past crisis episodes, the threat of which apparently cannot be ruled out. © 2020 Elsevier B.V., All rights reserved.","Argentina; Asia; Balance Of Payments; Banking Systems; Brazil; Economic Stabilization; Emerging Markets; Financial Crises; Mexico; Rusia; Turkey","","","","","Asian Financial Crisis Causes Contagion and Consequences, (1999); Lecciones De La Crisis Argentina Bases Programaticas Para Un Esquema De Desarrollo Sustentable, (2003); Diccionario De Politica, (2005); Informacion Comercial Espanola Revista De Economia, (2004); Sudden Stops the Real Exchange Rate and Fiscal Sustainability Argentina S Lessons, (2025); Mexico S Balance of Payments Crisis A Chronicle of Death Foretold, (1996); Systemic Financial Crises Containment and Resolution, (2005); Las Recientes Crisis Sistemicas En Paises Emergentes Las Peculiaridades Del Caso Argentino Document Presented at the International Seminar La Argentina En La Economia Global, (2003); International Debt Reexamined, (1995); Journal of Money Credit and Banking, (1984)","","United Nations Publications","","","","","","02512920; 16840348","","","","English","Article","Final","","Scopus","2-s2.0-79959915974"
"D.B., de Castro Almeida, Daniel B.; F.G., Jayme, Frederico G.","de Castro Almeida, Daniel B. (42161097500); Jayme, Frederico G. (11141772000)","42161097500; 11141772000","Bank consolidation and credit concentration in Brazil (1995-2004)","2008","CEPAL Review","","95","","155","171","0","5","10.18356/4df8a391-en","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959903600&doi=10.18356%2F4df8a391-en&partnerID=40&md5=b24e877f7ade033fe2221c26a9f0ed5c","Banco de Desenvolvimento de Minas Gerais, Brazil; Universidade Federal de Minas Gerais, Belo Horizonte, Brazil","de Castro Almeida, Daniel B., Banco de Desenvolvimento de Minas Gerais, Brazil; Jayme, Frederico G., Centre for Development and Regional Planning, Universidade Federal de Minas Gerais, Belo Horizonte, Brazil","Since monetary stabilization in 1994, bank consolidation has been gathering pace in Brazil as part of a global concentration trend following bank deregulation processes. This article analyses the effect of bank concentration on lending in Brazil in the period 1995-2004, distinguishing two stages and estimating panel data for Brazil's 27 federative units. The results support the hypothesis that the process of consolidation in the Brazilian banking sector has an adverse effect on lending, which mainly harms the less developed regions of the country. © 2020 Elsevier B.V., All rights reserved.","Banking; Banking Systems; Banks; Brazil; Credit; Data Analysis; Economic Development; Economic Indicators","","","","","Nova Economia, (2005); Brazilian Journal of Political Economy, (1998); Moeda E Territorio Uma Interpretacao Da Dinamica Regional Brasileira, (2006); Revista Economia Contemporanea, (2006); Anais do Encontro De Economia Da Regiao Sul, (2005); Arestis, Philip, Financial development and economic growth: Assessing the evidence, Economic Journal, 107, 442, pp. 783-799, (1997); Econometric Analysis of Panel Data, (2001); Second Moments Matter the Response of Bank Lending Behaviour to Macroeconomic Uncertainty, (2004); Beck, Thorsten, Bank concentration, competition, and crises: First results, Journal of Banking and Finance, 30, 5, pp. 1581-1603, (2006); Do Brazilian Banks Compete, (2003)","","United Nations Publications","","","","","","02512920; 16840348","","","","English","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-79959903600"
"G., Kessler, Gabriel; M.M., Di Virgilio, María Mercedes","Kessler, Gabriel (36895025300); Di Virgilio, María Mercedes (6603276325)","36895025300; 6603276325","The new urban poverty: Global, regional and argentine dynamics during the last two decades","2008","CEPAL Review","","95","","31","50","0","30","10.18356/b9e95300-en","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959900968&doi=10.18356%2Fb9e95300-en&partnerID=40&md5=28edb7b4059346d0ebd61a7b08f22ca4","Universidad Nacional de General Sarmiento, Los Polvorines, Argentina; Universidad de Buenos Aires, Buenos Aires, Argentina","Kessler, Gabriel, Universidad Nacional de General Sarmiento, Los Polvorines, Argentina; Di Virgilio, María Mercedes, Universidad de Buenos Aires, Buenos Aires, Argentina","This article analyses the various dimensions of the ""new poverty"" which emerged during the 1980s and 1990s. It begins with a review of the definitions of the term in Europe, the United States and several Latin American countries. The case of Argentina is then examined, paying close attention to the pauperization of the middle class in that country at several points between the mid-1970s and the crisis of 2001. Structural poverty -an older phenomenon- is used as a point of reference to describe the characteristics of the new impoverishment, the adaptation strategies evolved to address it using cultural and social capital, the erosion of collective social identity and the urban dimension of pauperization. The article concludes with an analysis of the transformations experienced by the new poor since the issue was first examined, as well as the specific challenges it poses for public policy. © 2020 Elsevier B.V., All rights reserved.","Argentine; Case Studies; Economic Crises; History; Metropolitan Zones; Middle Class; Social Policy; Social Status; Urban Poverty","","","","","La Sociologie De Bourdieu, (1986); Distribucion Del Ingreso En La Argentina, (1999); Journal of African American Studies, (2004); Underclass, (1982); Badcock, Blair A., Unfairly structured cities., (1984); Die Neue Armut Ausgrenzung Von Arbeitslosen Aus Der Arbeitslosenunterstutzung, (1984); Revue Frangaise Des Affaires Sociales, (1987); CEPAL Review, (2006); Beccaria, Luis Alberto, Inestabilidad laboral en el gran buenos aires, Trimestre Economico, 71, 3, pp. 535-573, (2004); American Demographics, (1985)","","United Nations Publications","","","","","","02512920; 16840348","","","","English","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-79959900968"
"A.M.G., Bós, Antônio Miguel Gonçalves; H.R., Waters, Hugh Richard","Bós, Antônio Miguel Gonçalves (7102411920); Waters, Hugh Richard (7005523885)","7102411920; 7005523885","The financial protection impact of the public health system and private insurance in Brazil","2008","CEPAL Review","","95","","125","139","0","1","10.18356/1aef491f-en","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959896656&doi=10.18356%2F1aef491f-en&partnerID=40&md5=458ac3bbd1b3f30b9bfd357d9c9b8e13","","Bós, Antônio Miguel Gonçalves, ; Waters, Hugh Richard, ","This research assesses the effectiveness of the Brazilian public health system and of private insurance in Brazil in providing financial protection in health care. The determinants of catastrophic health expenditures are estimated by probit regressions with Heckman selection adjustment controlling for health-care need. Findings show that the public system provides a significant reduction (47%) in the probability of a household having catastrophic health expenditures, and that private insurance makes such expenditures more likely by 36%. Recommendations include improvements in the quantity, accessibility, quality and reliability of public providers, more appropriate provision of drugs by the public system and tighter regulation of private insurance. © 2020 Elsevier B.V., All rights reserved.","Evaluation; Financing Health Economics; Health Indicators Brazil; Health Insurance; Mathematical Models; Public Health Medical Care","","","","","Cienc Saude Coletiva, (2002); Who is in and Who is Out, (2003); Gasto E Consumo Das Familias Brasileiras Contemporaneas, (2007); Arrais, Paulo Sérgio Dourado, Prevalence and determinants of medicines consumption in Fortaleza, Ceará, Brazil, Cadernos de Saude Publica, 21, 6, pp. 1737-1746, (2005); Cienc Saude Coletiva, (2001); Cien Saude Colet, (2002); Bertoldi, Andréa Dâmaso, Generic drugs in Brazil: known by many, used by few., Cadernos de Saude Publica, 21, 6, pp. 1808-1815, (2005); Bós, Antônio Miguel Gonçalves, Health care provider choice and utilization among the elderly in a state in Brazil: A structural model, Revista Panamericana de Salud Publica/Pan American Journal of Public Health, 22, 1, pp. 41-50, (2007); Bós, Antônio Miguel Gonçalves, Determinants of elders' choice between private and public health care providers, Revista de Saude Publica, 38, 1, pp. 113-120, (2004); Cornwall, Andrea, Engaging citizens: Lessons from building Brazil's national health system, Social Science and Medicine, 66, 10, pp. 2173-2184, (2008)","","United Nations Publications","","","","","","02512920; 16840348","","","","English","Article","Final","","Scopus","2-s2.0-79959896656"
"C.A., Ibarra, Carlos A.","Ibarra, Carlos A. (55993685300)","55993685300","Mexico's slow-growth paradox","2008","CEPAL Review","","95","","83","102","0","25","10.18356/beb0bc95-en","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959887910&doi=10.18356%2Fbeb0bc95-en&partnerID=40&md5=d08a8e74c2a7a1ff43e2874a48af1554","Universidad de las Américas Puebla, Cholula, Mexico","Ibarra, Carlos A., Department of Economics, Universidad de las Américas Puebla, Cholula, Mexico","This paper analyzes the problem of slow economic growth in Mexico. It decomposes the growth of output from the demand side and reveals the critical role played by the sluggish performance of investment. Using econometric tools, it argues that this sluggishness can be explained in part by the peso's appreciation during disinflation and its adverse impact on investment profitability. Finally, it shows that the problem has been complicated by a long-run decline in the GDP/capital ratio. © 2020 Elsevier B.V., All rights reserved.","Devaluation; Econometric Models; Economic Growth; Economic Indicators; Exports; Foreign Exchange Rates; Investments; Macroeconomics; Mexico","","","","","External Liberalization Economic Performance and Social Policy, (2000); Great Depressions of the Twentieth Century, (2007); Economics of Demand Led Growth Challenging the Supply Side Vision of the Long Run, (2002); External Shocks Structural Change and Economic Growth in Mexico 19792006, (2008); Economic and Social Studies, (2004); Economic Growth in Latin America Sources and Prospects, (1999); Feenstra, Robert C., Trade liberalisation and export variety: A comparison of Mexico and China, World Economy, 30, 1, pp. 5-21, (2007); Galindo, Luis Miguel, Alternatives to inflation targeting in Mexico, International Review of Applied Economics, 22, 2, pp. 201-214, (2008); Journal of Economic Growth, (2007); Ibarra, Carlos A., Disinflation and real currency appreciation in Chile and Mexico: The role of monetary policy, Investigacion Economica, 67, 266, pp. 67-94, (2008)","","United Nations Publications","","","","","","02512920; 16840348","","","","English","Article","Final","","Scopus","2-s2.0-79959887910"
"J., Santiso, Javier","Santiso, Javier (56254320700)","56254320700","The emergence of Latin multinationals","2008","CEPAL Review","","95","","7","30","0","27","10.18356/a6a3d73d-en","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650761128&doi=10.18356%2Fa6a3d73d-en&partnerID=40&md5=d020538e684ca5a8719bfc9f51686154","L'Organisation de Coopération et de Développement Economiques, Paris, France","Santiso, Javier, Development Centre, L'Organisation de Coopération et de Développement Economiques, Paris, France","The corporate world has changed remarkably in the past 10 years. New multinationals are appearing in countries with emerging markets such as Brazil, India, China, South Africa and Mexico, which are not only top recipients of foreign capital, but have fast become major investors themselves. An important part of the remarkable story of emerging multinationals has been the eruption of world-class Latin multinationals (or multilatinas) from Mexico and Brazil, in particular, following the path taken by their Spanish counterparts in the 1990s. In all these cases, classical push and pull factors have been driving their emergence. But a decisive helping hand for these multilatinas over the past decade has been the declining cost of capital. This financial dimension is driving the leap from overseas sales to overseas acquisitions, a phenomenon that will be explored in this article. © 2020 Elsevier B.V., All rights reserved.","America; Brazil; Business Enterprises; Emerging Markets; Foreign Direct Investment; Industrial Enterprises; Investments; Latin; Mexico; Spain; Statistical Data; Transnational Corporations","","","","","Latin American Competitiveness Review 2006, (2006); undefined, (2006); Bis Papers, (2008); New Concerns in an Uncertain World the 2007 at Kearney Foreign Direct Investment Confidence Index, (2008); Rise of Emerging Markets in Mergers and Acquisitions, (2008); Aulakh, Preet S., Emerging multinationals from developing economies: Motivations, paths and performance, Journal of International Management, 13, 3, pp. 235-240, (2007); Baena, César, Growth beyond national borders: A policy-making analysis of PDVSA's internationalization strategy, Latin American Business Review, 3, 1, pp. 31-55, (2002); Beausang, Francesca, Third world multinationals: Engine of competitiveness or new form of dependency?, pp. 1-212, (2003); Angel or Devil China S Trade Impact on Latin American Emerging Markets, (2006); China S Global Challengers the Strategic Implications of Chinese Outbound M A, (2006)","","United Nations Publications","","","","","","02512920; 16840348","","","","English","Article","Final","","Scopus","2-s2.0-78650761128"
"J., García-Arias, Jorge","García-Arias, Jorge (22834573800)","22834573800","International finance and development: Opportunity or threat?","2008","CEPAL Review","","96","","159","173","0","5","10.18356/577a5d0b-en","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650412605&doi=10.18356%2F577a5d0b-en&partnerID=40&md5=1145efd7be7e50e21dea083e55a80911","Universidad de León, Leon, Spain","García-Arias, Jorge, Department of Economics, Universidad de León, Leon, Spain","The volume of assets traded on international financial markets has reached gigantic proportions. The question must arise, then, as to whether international finance might play a decisive role in the provision of stable resources in the quantities needed to fund development. This article analyses the function that international finance might perform and that it actually has performed, focusing specifically on the analysis of private capital flows, official development assistance and external borrowing. It concludes that there need to be far-reaching structural reforms in the workings of the international financial system and in development financing instruments and mechanisms if these are to be placed at the service of long-term development goals. © 2020 Elsevier B.V., All rights reserved.","Capital Movements; Development Assistance; Development Finance; Economic Development; External Debt; Financial Instruments; Financial Liberalization; International Finance","","","","","Foreign Investment in Developing Countries does It Crowd in Domestic Investment, (2000); Revista De Economia Mundial, (2000); Asian Development Outlook 2004, (2004); Atkinson, Tony, New Sources of Development Finance, pp. 1-253, (2005); Foreign Direct Investment in Africa Some Case Studies, (2002); Poverty Efficiency and Aid Allocations Collier Dollar Revisited, (2003); Triennial Central Bank Survey of Foreign Exchange and Derivatives Market Activity in 2013, (2007); Bulir, Ales, Aid volatility: An empirical assessment, IMF Staff Papers, 50, 1, pp. 64-89, (2003); Aid Policies and Growth, (1997); On the International Financial Architecture Insuring Emerging Markets, (2003)","","United Nations Publications","","","","","","02512920; 16840348","","","","English","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-78650412605"
"L.F., Jiménez, Luis Felipe","Jiménez, Luis Felipe (58387365300)","58387365300","Venture capital and innovation in Latin America","2008","CEPAL Review","","96","","175","189","0","4","10.18356/cc48ea52-en","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650405314&doi=10.18356%2Fcc48ea52-en&partnerID=40&md5=0494a089700aaaf32beff24f3827fac2","Comisión Económica para América Latina y el Caribe, Santiago, Chile","Jiménez, Luis Felipe, ECLAC, Comisión Económica para América Latina y el Caribe, Santiago, Chile","One of the drivers of economic growth is innovation, which raises productivity by creating new production methods, technologies, products and firms. This article examines an instrument that supports this process, venture capital, and highlights the need for a financing system covering each phase of innovation. It starts by illustrating Latin America's innovation deficit. It then proceeds to a general analysis of the difficulties affecting the financing of innovation and the provision of venture capital to overcome these. It goes on to examine the form taken by these obstacles in the region and, considering the experience of Brazil and Chile, the methods used to deal with them. In relation to a number of the subjects addressed, the article discusses issues connected with major problems of financial system development. © 2020 Elsevier B.V., All rights reserved.","Brazil; Case Studies; Chile; Economic Growth; Financing; Innovations; Latin America; Venture Capital","","","","","Avnimelech, Gil, Venture capital start-up co-evolution and the emergence & development of Israel's new high tech cluster: Part 1: Macro-background and industry analysis*, Economics of Innovation and New Technology, 13, 1, pp. 33-60, (2004); Novo Mercado, (2006); undefined, (2006); undefined, (2006); undefined, (2006); Private Equity and Venture Capital in Brazil 1st Census, (2006); Mercado De Capitales Y Fondos De Inversion De Riesgo En Peru Presentation at the Seminar Fondos De Capital Privado Y De Riesgo, (2005); Charvel, Roberto, The unfulfilled need of venture capital in Mexico, International Journal of Entrepreneurship and Innovation Management, 6, 4-5, pp. 303-325, (2006); Romaní, Gianni, Venture capital in Latin America: Evolution and prospects in Chile, International Journal of Entrepreneurship and Innovation Management, 6, 4-5, pp. 286-302, (2006); Capital Semilla Para El Financiamiento De Las Nuevas Empresas Avances Y Lecciones Aprendidas En America Latina, (2006)","","United Nations Publications","","","","","","02512920; 16840348","","","","English","Article","Final","","Scopus","2-s2.0-78650405314"
